Date,Adj Close,Close,High,Low,Open,Volume
2022-08-15 00:00:00+02:00,136.89700317382812,136.89700317382812,137.1999969482422,134.6540069580078,134.94400024414062,0
2022-08-22 00:00:00+02:00,137.5500030517578,137.5500030517578,137.6929931640625,135.8820037841797,137.04100036621094,0
2022-08-29 00:00:00+02:00,140.20199584960938,140.20199584960938,140.7949981689453,138.05299377441406,137.6300048828125,0
2022-09-05 00:00:00+02:00,142.5,142.5,144.98199462890625,140.12899780273438,140.48699951171875,0
2022-09-12 00:00:00+02:00,142.78599548339844,142.78599548339844,144.8260040283203,141.89599609375,142.5959930419922,0
2022-09-19 00:00:00+02:00,143.3730010986328,143.3730010986328,145.88299560546875,140.39700317382812,142.76499938964844,0
2022-09-26 00:00:00+02:00,144.6840057373047,144.6840057373047,144.83999633789062,143.43800354003906,143.51100158691406,0
2022-10-03 00:00:00+02:00,145.35000610351562,145.35000610351562,145.3800048828125,143.55599975585938,144.8159942626953,0
2022-10-10 00:00:00+02:00,146.73699951171875,146.73699951171875,147.6009979248047,145.23599243164062,145.48199462890625,0
2022-10-14 00:00:00+02:00,148.71200561523438,148.71200561523438,148.85899353027344,147.05999755859375,147.1719970703125,0
