Date,Adj Close,Close,High,Low,Open,Volume
2022-08-15 00:00:00+02:00,1.1831001043319702,1.1831001043319702,1.2078169584274292,1.179328680038452,1.2045869827270508,0.0
2022-08-22 00:00:00+02:00,1.175100564956665,1.175100564956665,1.1900086402893066,1.172003149986267,1.1817677021026611,0.0
2022-08-29 00:00:00+02:00,1.150999665260315,1.150999665260315,1.1758065223693848,1.150324463844299,1.169180393218994,0.0
2022-09-05 00:00:00+02:00,1.1602004766464231,1.1602004766464231,1.1648629903793335,1.1409533023834229,1.1478551626205444,0.0
2022-09-12 00:00:00+02:00,1.1538004875183103,1.1538004875183103,1.1737639904022217,1.1352670192718506,1.1618045568466189,0.0
2022-09-19 00:00:00+02:00,1.0860004425048828,1.0860004425048828,1.1460398435592651,1.0850000381469729,1.1436413526535034,0.0
2022-09-26 00:00:00+02:00,1.115200161933899,1.115200161933899,1.1233935356140137,1.0379042625427246,1.07991361618042,0.0
2022-10-03 00:00:00+02:00,1.108799934387207,1.108799934387207,1.149491310119629,1.108794927597046,1.1136478185653689,0.0
2022-10-10 00:00:00+02:00,1.11055588722229,1.11055588722229,1.1361957788467407,1.0926454067230225,1.107444167137146,0.0
2022-10-14 00:00:00+02:00,1.1180305480957031,1.1180305480957031,1.1364411115646362,1.115225076675415,1.133144497871399,0.0
