,Adj Close,Close,High,Low,Open,Volume
2022-08-08 00:00:00+01:00,1.206141710281372,1.206141710281372,1.206461787223816,1.2058217525482178,1.206141710281372,0
2022-08-08 01:00:00+01:00,1.2056035995483398,1.2056035995483398,1.2065054178237915,1.2049208879470825,1.2063454389572144,0
2022-08-08 02:00:00+01:00,1.2071025371551514,1.2071025371551514,1.2073503732681274,1.2058652639389038,1.2060835361480713,0
2022-08-08 03:00:00+01:00,1.2075544595718384,1.2075544595718384,1.2076857089996338,1.206287145614624,1.2066510915756226,0
2022-08-08 04:00:00+01:00,1.2079774141311646,1.2079774141311646,1.2079774141311646,1.2068403959274292,1.207423210144043,0
2022-08-08 05:00:00+01:00,1.2076419591903687,1.2076419591903687,1.2077440023422241,1.2069860696792603,1.2077147960662842,0
2022-08-08 06:00:00+01:00,1.2076711654663086,1.2076711654663086,1.2082839012145996,1.207073450088501,1.207802414894104,0
2022-08-08 07:00:00+01:00,1.2081964015960693,1.2081964015960693,1.2084592580795288,1.206796646118164,1.208269476890564,0
2022-08-08 08:00:00+01:00,1.2116512060165405,1.2116512060165405,1.212135910987854,1.2084299325942993,1.2084299325942993,0
2022-08-08 09:00:00+01:00,1.2085907459259033,1.2085907459259033,1.2111228704452515,1.2075691223144531,1.2111228704452515,0
2022-08-08 10:00:00+01:00,1.2086929082870483,1.2086929082870483,1.2087806463241577,1.207248330116272,1.2083569765090942,0
2022-08-08 11:00:00+01:00,1.210492491722107,1.210492491722107,1.210551142692566,1.2078607082366943,1.2087366580963135,0
2022-08-08 12:00:00+01:00,1.2117834091186523,1.2117834091186523,1.2117834091186523,1.20932137966156,1.2105364799499512,0
2022-08-08 13:00:00+01:00,1.2121505737304688,1.2121505737304688,1.2121505737304688,1.2104778289794922,1.2116659879684448,0
2022-08-08 14:00:00+01:00,1.2122827768325806,1.2122827768325806,1.2135480642318726,1.2106391191482544,1.2123122215270996,0
2022-08-08 15:00:00+01:00,1.212018370628357,1.212018370628357,1.2137395143508911,1.211533784866333,1.2125033140182495,0
2022-08-08 16:00:00+01:00,1.2096725702285767,1.2096725702285767,1.2121212482452393,1.2091460227966309,1.2119449377059937,0
2022-08-08 17:00:00+01:00,1.207773208618164,1.207773208618164,1.2098628282546997,1.2076857089996338,1.209628701210022,0
2022-08-08 18:00:00+01:00,1.2090144157409668,1.2090144157409668,1.209189772605896,1.2074522972106934,1.2076274156570435,0
2022-08-08 19:00:00+01:00,1.2072337865829468,1.2072337865829468,1.2093360424041748,1.2070006132125854,1.2092044353485107,0
2022-08-08 20:00:00+01:00,1.2080212831497192,1.2080212831497192,1.2080212831497192,1.2071462869644165,1.2074378728866577,0
2022-08-08 21:00:00+01:00,1.2081234455108643,1.2081234455108643,1.208211064338684,1.2076127529144287,1.2081234455108643,0
2022-08-08 22:00:00+01:00,1.2081671953201294,1.2081671953201294,1.2085907459259033,1.207773208618164,1.2085907459259033,0
2022-08-08 23:00:00+01:00,1.207831621170044,1.207831621170044,1.2084592580795288,1.2076127529144287,1.208211064338684,0
2022-08-09 00:00:00+01:00,1.208503007888794,1.208503007888794,1.2088243961334229,1.2079191207885742,1.2079191207885742,0
2022-08-09 01:00:00+01:00,1.2078899145126343,1.2078899145126343,1.2088974714279175,1.2075691223144531,1.2086782455444336,0
2022-08-09 02:00:00+01:00,1.207248330116272,1.207248330116272,1.2081671953201294,1.2072045803070068,1.208006739616394,0
2022-08-09 03:00:00+01:00,1.2079483270645142,1.2079483270645142,1.2079920768737793,1.207248330116272,1.2073357105255127,0
2022-08-09 04:00:00+01:00,1.208371639251709,1.208371639251709,1.2085614204406738,1.2078607082366943,1.2080942392349243,0
2022-08-09 05:00:00+01:00,1.2084883451461792,1.2084883451461792,1.2085760831832886,1.208006739616394,1.2084592580795288,0
2022-08-09 06:00:00+01:00,1.2092921733856201,1.2092921733856201,1.2092921733856201,1.2081964015960693,1.2081964015960693,0
2022-08-09 07:00:00+01:00,1.208400845527649,1.208400845527649,1.208999752998352,1.207321286201477,1.208707571029663,0
2022-08-09 08:00:00+01:00,1.2088828086853027,1.2088828086853027,1.2088828086853027,1.2066656351089478,1.208371639251709,0
2022-08-09 09:00:00+01:00,1.2118715047836304,1.2118715047836304,1.2121800184249878,1.2088682651519775,1.2089121341705322,0
2022-08-09 10:00:00+01:00,1.21266508102417,1.21266508102417,1.212944507598877,1.2113577127456665,1.2119596004486084,0
2022-08-09 11:00:00+01:00,1.2106977701187134,1.2106977701187134,1.21266508102417,1.2099798917770386,1.2124593257904053,0
2022-08-09 12:00:00+01:00,1.2099652290344238,1.2099652290344238,1.2109909057617188,1.2096432447433472,1.2108736038208008,0
2022-08-09 13:00:00+01:00,1.2107269763946533,1.2107269763946533,1.2119156122207642,1.210009217262268,1.2101263999938965,0
2022-08-09 14:00:00+01:00,1.2112549543380737,1.2112549543380737,1.211445689201355,1.2102874517440796,1.2102874517440796,0
2022-08-09 15:00:00+01:00,1.2088390588760376,1.2088390588760376,1.2128268480300903,1.2087366580963135,1.2110495567321777,0
2022-08-09 16:00:00+01:00,1.2088537216186523,1.2088537216186523,1.2094677686691284,1.2080504894256592,1.2086344957351685,0
2022-08-09 17:00:00+01:00,1.208313226699829,1.208313226699829,1.209438443183899,1.2075691223144531,1.208795189857483,0
2022-08-09 18:00:00+01:00,1.2077586650848389,1.2077586650848389,1.2086782455444336,1.2071462869644165,1.2084299325942993,0
2022-08-09 19:00:00+01:00,1.2069568634033203,1.2069568634033203,1.2081671953201294,1.2062289714813232,1.2078461647033691,0
2022-08-09 20:00:00+01:00,1.2073066234588623,1.2073066234588623,1.207496166229248,1.2065346240997314,1.206796646118164,0
2022-08-09 21:00:00+01:00,1.2073503732681274,1.2073503732681274,1.207729458808899,1.2069568634033203,1.207321286201477,0
2022-08-09 22:00:00+01:00,1.2076711654663086,1.2076711654663086,1.2085614204406738,1.2070443630218506,1.2080358266830444,0
2022-08-09 23:00:00+01:00,1.207394003868103,1.207394003868103,1.2077440023422241,1.207292079925537,1.2075544595718384,0
2022-08-10 00:00:00+01:00,1.2071900367736816,1.2071900367736816,1.2076419591903687,1.2070879936218262,1.2074086666107178,0
2022-08-10 01:00:00+01:00,1.20689857006073,1.20689857006073,1.2076127529144287,1.2063454389572144,1.2072774171829224,0
2022-08-10 02:00:00+01:00,1.2072337865829468,1.2072337865829468,1.2078169584274292,1.2065346240997314,1.206971526145935,0
2022-08-10 03:00:00+01:00,1.2081234455108643,1.2081234455108643,1.2083861827850342,1.2074815034866333,1.2074815034866333,0
2022-08-10 04:00:00+01:00,1.2082839012145996,1.2082839012145996,1.2083861827850342,1.2077877521514893,1.2080504894256592,0
2022-08-10 05:00:00+01:00,1.2083277702331543,1.2083277702331543,1.208503007888794,1.2077586650848389,1.2082985639572144,0
2022-08-10 06:00:00+01:00,1.2079774141311646,1.2079774141311646,1.2084883451461792,1.207831621170044,1.208444595336914,0
2022-08-10 07:00:00+01:00,1.2076127529144287,1.2076127529144287,1.2077440023422241,1.2068694829940796,1.2076419591903687,0
2022-08-10 08:00:00+01:00,1.208809733390808,1.208809733390808,1.2090874910354614,1.2075252532958984,1.2075252532958984,0
2022-08-10 09:00:00+01:00,1.2092190980911255,1.2092190980911255,1.210521936416626,1.2082839012145996,1.2086929082870483,0
2022-08-10 10:00:00+01:00,1.2090874910354614,1.2090874910354614,1.2102288007736206,1.208707571029663,1.2095115184783936,0
2022-08-10 11:00:00+01:00,1.209731101989746,1.209731101989746,1.210097074508667,1.2080358266830444,1.2087513208389282,0
2022-08-10 12:00:00+01:00,1.2124738693237305,1.2124738693237305,1.2124738693237305,1.2092921733856201,1.2094238996505737,0
2022-08-10 13:00:00+01:00,1.2222100496292114,1.2222100496292114,1.2248597145080566,1.2106391191482544,1.2121505737304688,0
2022-08-10 14:00:00+01:00,1.222538709640503,1.222538709640503,1.2237805128097534,1.2192891836166382,1.2217769622802734,0
2022-08-10 15:00:00+01:00,1.2261513471603394,1.2261513471603394,1.2266325950622559,1.2221053838729858,1.222523808479309,0
2022-08-10 16:00:00+01:00,1.224289894104004,1.224289894104004,1.2275210618972778,1.2239153385162354,1.2269035577774048,0
2022-08-10 17:00:00+01:00,1.2244547605514526,1.2244547605514526,1.2252799272537231,1.2235409021377563,1.2247247695922852,0
2022-08-10 18:00:00+01:00,1.2252049446105957,1.2252049446105957,1.2260311841964722,1.224155068397522,1.2246047258377075,0
2022-08-10 19:00:00+01:00,1.2226134538650513,1.2226134538650513,1.2252349853515625,1.2224340438842773,1.2250697612762451,0
2022-08-10 20:00:00+01:00,1.2219113111495972,1.2219113111495972,1.2225985527038574,1.2212696075439453,1.2221204042434692,0
2022-08-10 21:00:00+01:00,1.2217023372650146,1.2217023372650146,1.222045660018921,1.2211353778839111,1.222030758857727,0
2022-08-10 22:00:00+01:00,1.2216575145721436,1.2216575145721436,1.2225686311721802,1.2213143110275269,1.2223893404006958,0
2022-08-10 23:00:00+01:00,1.2219561338424683,1.2219561338424683,1.2221053838729858,1.2215232849121094,1.2218515872955322,0
2022-08-11 00:00:00+01:00,1.2211055755615234,1.2211055755615234,1.221971035003662,1.2206286191940308,1.2219561338424683,0
2022-08-11 01:00:00+01:00,1.2210012674331665,1.2210012674331665,1.2217023372650146,1.2205243110656738,1.2215979099273682,0
2022-08-11 02:00:00+01:00,1.2195122241973877,1.2195122241973877,1.2209714651107788,1.2191553115844727,1.2206584215164185,0
2022-08-11 03:00:00+01:00,1.2185462713241577,1.2185462713241577,1.219393253326416,1.218145489692688,1.2193485498428345,0
2022-08-11 04:00:00+01:00,1.218947410583496,1.218947410583496,1.2199585437774658,1.218397855758667,1.218397855758667,0
2022-08-11 05:00:00+01:00,1.2191553115844727,1.2191553115844727,1.2203456163406372,1.2190067768096924,1.2192742824554443,0
2022-08-11 06:00:00+01:00,1.2194973230361938,1.2194973230361938,1.219705581665039,1.2185016870498657,1.2194527387619019,0
2022-08-11 07:00:00+01:00,1.2223743200302124,1.2223743200302124,1.2224639654159546,1.2186651229858398,1.219437837600708,0
2022-08-11 08:00:00+01:00,1.2226881980895996,1.2226881980895996,1.2231369018554688,1.2219561338424683,1.2223445177078247,0
2022-08-11 09:00:00+01:00,1.2242299318313599,1.2242299318313599,1.2245748043060303,1.2218217849731445,1.2222697734832764,0
2022-08-11 10:00:00+01:00,1.222195029258728,1.222195029258728,1.2238404750823975,1.2211800813674927,1.2238404750823975,0
2022-08-11 11:00:00+01:00,1.2206882238388062,1.2206882238388062,1.2222249507904053,1.219720482826233,1.2221053838729858,0
2022-08-11 12:00:00+01:00,1.2209117412567139,1.2209117412567139,1.2224639654159546,1.2199883460998535,1.2207627296447754,0
2022-08-11 13:00:00+01:00,1.2235260009765625,1.2235260009765625,1.2243798971176147,1.2208223342895508,1.22089684009552,0
2022-08-11 14:00:00+01:00,1.2242748737335205,1.2242748737335205,1.2247397899627686,1.2219113111495972,1.2234212160110474,0
2022-08-11 15:00:00+01:00,1.2224340438842773,1.2224340438842773,1.2249047756195068,1.2216426134109497,1.224469780921936,0
2022-08-11 16:00:00+01:00,1.2228376865386963,1.2228376865386963,1.2229125499725342,1.2200031280517578,1.2221503257751465,0
2022-08-11 17:00:00+01:00,1.2224340438842773,1.2224340438842773,1.223002314567566,1.2216277122497559,1.223002314567566,0
2022-08-11 18:00:00+01:00,1.2205690145492554,1.2205690145492554,1.2225536108016968,1.2201966047286987,1.2225536108016968,0
2022-08-11 19:00:00+01:00,1.2200626134872437,1.2200626134872437,1.220405101776123,1.2189769744873047,1.2203307151794434,0
2022-08-11 20:00:00+01:00,1.2190364599227905,1.2190364599227905,1.2199734449386597,1.218650221824646,1.2198394536972046,0
