Date,Adj Close,Close,High,Low,Open,Volume
2022-08-05,1.215849757194519,1.215849757194519,1.2167521715164185,1.2007685899734497,1.21592378616333,0
2022-08-08,1.2059526443481445,1.2059526443481445,1.2135186195373535,1.2048628330230713,1.20638906955719,0
2022-08-09,1.208473801612854,1.208473801612854,1.2129298448562622,1.2068257331848145,1.208503007888794,0
2022-08-10,1.207423210144043,1.207423210144043,1.2274457216262817,1.206723928451538,1.2072628736495972,0
2022-08-11,1.2212995290756226,1.2212995290756226,1.2248897552490234,1.2182939052581787,1.2212845087051392,0
2022-08-12,1.2196162939071655,1.2196162939071655,1.2210012674331665,1.2103606462478638,1.219660997390747,0
2022-08-15,1.2127974033355713,1.2127974033355713,1.2147716283798218,1.2051241397857666,1.2129886150360107,0
2022-08-16,1.205690860748291,1.205690860748291,1.2116365432739258,1.200941562652588,1.2055600881576538,0
2022-08-17,1.209818959236145,1.209818959236145,1.2138131856918335,1.2029930353164673,1.2096725702285767,0
2022-08-18,1.2045146226882935,1.2045146226882935,1.2078169584274292,1.1968880891799927,1.2045869827270508,0
2022-08-19,1.193274736404419,1.193274736404419,1.1933743953704834,1.1793286800384521,1.1933743953704834,0
2022-08-22,1.1818095445632935,1.1818095445632935,1.1838523149490356,1.1742602586746216,1.1817677021026611,0
2022-08-23,1.1766505241394043,1.1766505241394043,1.187324047088623,1.172003149986267,1.1767059564590454,0
2022-08-24,1.18327796459198,1.18327796459198,1.1865352392196655,1.1758756637573242,1.1831519603729248,0
2022-08-25,1.1791757345199585,1.1791757345199585,1.1862958669662476,1.1785920858383179,1.1790227890014648,0
2022-08-26,1.1824007034301758,1.1824007034301758,1.1900086402893066,1.175309181213379,1.1825922727584839,0
2022-08-29,1.1694538593292236,1.1694538593292236,1.1742602586746216,1.164958119392395,1.1691803932189941,0
2022-08-30,1.172250509262085,1.172250509262085,1.1758065223693848,1.162304162979126,1.1721267700195312,0
2022-08-31,1.1659767627716064,1.1659767627716064,1.1694538593292236,1.1600254774093628,1.1660856008529663,0
2022-09-01,1.1598505973815918,1.1598505973815918,1.1617100238800049,1.1503244638442993,1.15968918800354,0
2022-09-02,1.154894471168518,1.154894471168518,1.1588560342788696,1.1531364917755127,1.1547343730926514,0
2022-09-05,1.1474601030349731,1.1474601030349731,1.1520737409591675,1.1445183753967285,1.1478551626205444,0
2022-09-06,1.156644344329834,1.156644344329834,1.1607661247253418,1.1496235132217407,1.1568851470947266,0
2022-09-07,1.151185154914856,1.151185154914856,1.152365803718567,1.1409533023834229,1.1512778997421265,0
2022-09-08,1.1519808769226074,1.1519808769226074,1.1560158729553223,1.1461580991744995,1.152246356010437,0
2022-09-09,1.1521600484848022,1.1521600484848022,1.1648629903793335,1.1516624689102173,1.1520471572875977,0
2022-09-12,1.1619395017623901,1.1619395017623901,1.171124815940857,1.1601735353469849,1.1618045568466187,0
2022-09-13,1.1689754724502563,1.1689754724502563,1.1737639904022217,1.1520339250564575,1.1689754724502563,0
2022-09-14,1.1506155729293823,1.1506155729293823,1.1589365005493164,1.1480792760849,1.15035080909729,0
2022-09-15,1.1544944047927856,1.1544944047927856,1.1548677682876587,1.1469862461090088,1.154294490814209,0
2022-09-16,1.1452654600143433,1.1452654600143433,1.1480661630630493,1.1352670192718506,1.1454753875732422,0
2022-09-19,1.1433144807815552,1.1433144807815552,1.144164800643921,1.1355764865875244,1.1436413526535034,0
2022-09-20,1.1443217992782593,1.1443217992782593,1.1460398435592651,1.1383945941925049,1.1448458433151245,0
2022-09-21,1.138057827949524,1.138057827949524,1.1385631561279297,1.1306205987930298,1.1380707025527954,0
2022-09-22,1.1255937814712524,1.1255937814712524,1.1362861394882202,1.1213151216506958,1.125517725944519,0
2022-09-23,1.126417875289917,1.126417875289917,1.1273448467254639,1.089858889579773,1.1263036727905273,0
2022-09-26,1.0797386169433594,1.0797386169433594,1.0915601253509521,1.0379042625427246,1.07991361618042,0
2022-09-27,1.077284336090088,1.077284336090088,1.0835410356521606,1.0738486051559448,1.0770059823989868,0
2022-09-28,1.072754144668579,1.072754144668579,1.0839638710021973,1.054162859916687,1.0728462934494019,0
2022-09-29,1.0835996866226196,1.0835996866226196,1.1065618991851807,1.0764493942260742,1.0834587812423706,0
2022-09-30,1.1169440746307373,1.1169440746307373,1.1233935356140137,1.1026816368103027,1.1161835193634033,0
