Date,Adj Close,Close,High,Low,Open,Volume
2022-08-18 00:00:00+02:00,1.2917799949645996,1.2917799949645996,1.2946100234985352,1.288040041923523,1.2917799949645996,0
2022-08-23 00:00:00+02:00,1.3048100471496582,1.3048100471496582,1.3061800003051758,1.2934399843215942,1.3048100471496582,0
2022-09-02 00:00:00+02:00,1.3144999742507937,1.3144999742507937,1.3169100284576416,1.3074699640274048,1.3144999742507937,0
2022-09-07 00:00:00+02:00,1.315379977226257,1.315379977226257,1.3207800388336182,1.315160036087036,1.315379977226257,0
2022-09-12 00:00:00+02:00,1.302299976348877,1.302299976348877,1.3035800457000732,1.2964500188827517,1.302299976348877,0
2022-09-22 00:00:00+02:00,1.3478699922561646,1.3478699922561646,1.3542699813842771,1.340980052947998,1.3478699922561646,0
2022-09-27 00:00:00+02:00,1.3710600137710571,1.3710600137710571,1.3752599954605105,1.3639400005340576,1.3710600137710571,0
2022-10-07 00:00:00+02:00,1.3740999698638916,1.3740999698638916,1.3759499788284302,1.3677200078964231,1.3740999698638916,0
2022-10-12 00:00:00+02:00,1.3791500329971313,1.3791500329971313,1.382789969444275,1.3763799667358398,1.3791500329971313,0
2022-10-14 00:00:00+02:00,1.3892500400543213,1.3892500400543213,1.3897600173950195,1.3701000213623047,1.3747800588607788,0
