Date,Adj Close,Close,High,Low,Open,Volume
2022-08-18 00:00:00+02:00,134.94400024414062,134.94400024414062,135.40699768066406,134.6540069580078,134.94400024414062,0
2022-08-23 00:00:00+02:00,137.54600524902344,137.54600524902344,137.6929931640625,135.8820037841797,137.54600524902344,0
2022-09-02 00:00:00+02:00,140.08099365234375,140.08099365234375,140.7949981689453,139.8780059814453,140.08099365234375,0
2022-09-07 00:00:00+02:00,143.1510009765625,143.1510009765625,144.98199462890625,142.97999572753906,143.1510009765625,0
2022-09-12 00:00:00+02:00,142.5959930419922,142.5959930419922,143.48599243164062,142.2570037841797,142.5959930419922,0
2022-09-22 00:00:00+02:00,144.3159942626953,144.3159942626953,145.88299560546875,140.39700317382812,144.3159942626953,0
2022-09-27 00:00:00+02:00,144.45899963378906,144.45899963378906,144.83999633789062,144.08200073242188,144.45899963378906,0
2022-10-07 00:00:00+02:00,145.03900146484375,145.03900146484375,145.3260040283203,144.75999450683594,145.03900146484375,0
2022-10-12 00:00:00+02:00,145.8699951171875,145.8699951171875,146.96099853515625,145.87899780273438,145.8699951171875,0
2022-10-14 00:00:00+02:00,148.71200561523438,148.71200561523438,148.85899353027344,147.05999755859375,147.1719970703125,0
