Datetime,Open,High,Low,Close,Adj Close,Volume
2022-08-08 23:00:00+01:00,1.019575834274292,1.0196797847747803,1.019575834274292,1.019575834274292,1.019575834274292,0
2022-08-08 23:05:00+01:00,1.0196797847747803,1.0196797847747803,1.019575834274292,1.0196797847747803,1.0196797847747803,0
2022-08-08 23:10:00+01:00,1.0196797847747803,1.0196797847747803,1.0196797847747803,1.0196797847747803,1.0196797847747803,0
2022-08-08 23:15:00+01:00,1.019783854484558,1.019783854484558,1.0196797847747803,1.0196797847747803,1.0196797847747803,0
2022-08-08 23:20:00+01:00,1.0196797847747803,1.019783854484558,1.0196797847747803,1.0196797847747803,1.0196797847747803,0
2022-08-08 23:25:00+01:00,1.0198878049850464,1.0202000141143799,1.0196797847747803,1.0196797847747803,1.0196797847747803,0
2022-08-08 23:30:00+01:00,1.019783854484558,1.019783854484558,1.019783854484558,1.019783854484558,1.019783854484558,0
2022-08-08 23:35:00+01:00,1.019783854484558,1.0198878049850464,1.0196797847747803,1.0198878049850464,1.0198878049850464,0
2022-08-08 23:40:00+01:00,1.019783854484558,1.019783854484558,1.019783854484558,1.019783854484558,1.019783854484558,0
2022-08-08 23:45:00+01:00,1.019783854484558,1.019783854484558,1.019783854484558,1.019783854484558,1.019783854484558,0
2022-08-08 23:50:00+01:00,1.019783854484558,1.0199917554855347,1.019783854484558,1.019783854484558,1.019783854484558,0
2022-08-08 23:55:00+01:00,1.0198878049850464,1.0202000141143799,1.019783854484558,1.019783854484558,1.019783854484558,0
2022-08-09 00:00:00+01:00,1.0198878049850464,1.0198878049850464,1.0198878049850464,1.0198878049850464,1.0198878049850464,0
2022-08-09 00:05:00+01:00,1.0199917554855347,1.0199917554855347,1.0198878049850464,1.0199917554855347,1.0199917554855347,0
2022-08-09 00:10:00+01:00,1.0200958251953125,1.0203040838241577,1.0200958251953125,1.0202000141143799,1.0202000141143799,0
2022-08-09 00:15:00+01:00,1.020512342453003,1.020512342453003,1.0200958251953125,1.0200958251953125,1.0200958251953125,0
2022-08-09 00:20:00+01:00,1.0199917554855347,1.0202000141143799,1.0199917554855347,1.0200958251953125,1.0200958251953125,0
2022-08-09 00:25:00+01:00,1.0202000141143799,1.0202000141143799,1.0199917554855347,1.0199917554855347,1.0199917554855347,0
2022-08-09 00:30:00+01:00,1.0199917554855347,1.0200958251953125,1.0199917554855347,1.0200958251953125,1.0200958251953125,0
2022-08-09 00:35:00+01:00,1.0199917554855347,1.0202000141143799,1.0199917554855347,1.0202000141143799,1.0202000141143799,0
2022-08-09 00:40:00+01:00,1.0202000141143799,1.0203040838241577,1.0200958251953125,1.0200958251953125,1.0200958251953125,0
2022-08-09 00:45:00+01:00,1.0200958251953125,1.0203040838241577,1.0199917554855347,1.0199917554855347,1.0199917554855347,0
2022-08-09 00:50:00+01:00,1.0199917554855347,1.0200958251953125,1.0199917554855347,1.0199917554855347,1.0199917554855347,0
2022-08-09 00:55:00+01:00,1.0200958251953125,1.0200958251953125,1.0199917554855347,1.0200958251953125,1.0200958251953125,0
2022-08-09 01:00:00+01:00,1.0202000141143799,1.020512342453003,1.0198878049850464,1.0203040838241577,1.0203040838241577,0
2022-08-09 01:05:00+01:00,1.0202000141143799,1.0202000141143799,1.0198878049850464,1.0198878049850464,1.0198878049850464,0
2022-08-09 01:10:00+01:00,1.019783854484558,1.0202000141143799,1.019783854484558,1.0202000141143799,1.0202000141143799,0
2022-08-09 01:15:00+01:00,1.0200958251953125,1.020512342453003,1.0199917554855347,1.0199917554855347,1.0199917554855347,0
2022-08-09 01:20:00+01:00,1.0198878049850464,1.0198878049850464,1.019783854484558,1.019783854484558,1.019783854484558,0
2022-08-09 01:25:00+01:00,1.0198878049850464,1.0198878049850464,1.019575834274292,1.019575834274292,1.019575834274292,0
2022-08-09 01:30:00+01:00,1.0196797847747803,1.019783854484558,1.0193679332733154,1.019783854484558,1.019783854484558,0
2022-08-09 01:35:00+01:00,1.0194718837738037,1.0194718837738037,1.0194718837738037,1.0194718837738037,1.0194718837738037,0
2022-08-09 01:40:00+01:00,1.0196797847747803,1.0196797847747803,1.0192641019821167,1.0192641019821167,1.0192641019821167,0
2022-08-09 01:45:00+01:00,1.0192641019821167,1.0194718837738037,1.0192641019821167,1.0194718837738037,1.0194718837738037,0
2022-08-09 01:50:00+01:00,1.0193679332733154,1.0194718837738037,1.0192641019821167,1.0192641019821167,1.0192641019821167,0
2022-08-09 01:55:00+01:00,1.019160270690918,1.0193679332733154,1.019160270690918,1.0193679332733154,1.0193679332733154,0
2022-08-09 02:00:00+01:00,1.019575834274292,1.0196797847747803,1.0194718837738037,1.0196797847747803,1.0196797847747803,0
2022-08-09 02:05:00+01:00,1.019575834274292,1.019575834274292,1.0193679332733154,1.0194718837738037,1.0194718837738037,0
2022-08-09 02:10:00+01:00,1.0194718837738037,1.019575834274292,1.0193679332733154,1.019575834274292,1.019575834274292,0
2022-08-09 02:15:00+01:00,1.019575834274292,1.019575834274292,1.0193679332733154,1.0193679332733154,1.0193679332733154,0
2022-08-09 02:20:00+01:00,1.0193679332733154,1.0193679332733154,1.0192641019821167,1.0193679332733154,1.0193679332733154,0
2022-08-09 02:25:00+01:00,1.0193679332733154,1.019575834274292,1.0193679332733154,1.0194718837738037,1.0194718837738037,0
