Datetime,Adj Close,Close,High,Low,Open,Volume
2022-08-19 00:00:00+02:00,135.88699340820312,135.88699340820312,135.89700317382812,135.8000030517578,135.86399841308594,0.0
2022-08-19 00:30:00+02:00,135.85699462890625,135.85699462890625,135.89999389648438,135.82000732421875,135.8820037841797,0.0
2022-08-19 01:00:00+02:00,135.8470001220703,135.8470001220703,135.89700317382812,135.8000030517578,135.89599609375,0.0
2022-08-19 01:30:00+02:00,135.80499267578125,135.80499267578125,135.86500549316406,135.69000244140625,135.8459930419922,0.0
2022-08-19 02:00:00+02:00,136.23699951171875,136.23699951171875,136.25999450683594,135.7899932861328,135.79299926757812,0.0
2022-08-19 02:30:00+02:00,136.2790069580078,136.2790069580078,136.375,136.14999389648438,136.23699951171875,0.0
2022-08-19 03:00:00+02:00,136.16700744628906,136.16700744628906,136.33999633789062,136.1199951171875,136.2740020751953,0.0
2022-08-19 03:30:00+02:00,136.23800659179688,136.23800659179688,136.31100463867188,136.13999938964844,136.16700744628906,0.0
2022-08-19 04:00:00+02:00,136.16799926757812,136.16799926757812,136.2480010986328,136.0500030517578,136.2429962158203,0.0
2022-08-19 04:30:00+02:00,136.11000061035156,136.11000061035156,136.20199584960938,136.0399932861328,136.16799926757812,0.0
2022-08-19 05:00:00+02:00,136.26699829101562,136.26699829101562,136.27699279785156,136.10000610351562,136.11700439453125,0.0
2022-08-19 05:30:00+02:00,136.30499267578125,136.30499267578125,136.31500244140625,136.1999969482422,136.27999877929688,0.0
2022-08-19 06:00:00+02:00,136.2729949951172,136.2729949951172,136.34500122070312,136.24000549316406,136.302001953125,0.0
2022-08-19 06:30:00+02:00,136.27000427246094,136.27000427246094,136.27999877929688,136.1699981689453,136.27699279785156,0.0
2022-08-19 07:00:00+02:00,136.2729949951172,136.2729949951172,136.2969970703125,136.1999969482422,136.26600646972656,0.0
2022-08-19 07:30:00+02:00,136.2030029296875,136.2030029296875,136.2949981689453,136.08999633789062,136.27499389648438,0.0
2022-08-19 08:00:00+02:00,136.29400634765625,136.29400634765625,136.3459930419922,136.1699981689453,136.20199584960938,0.0
2022-08-19 08:30:00+02:00,136.49099731445312,136.49099731445312,136.49099731445312,136.19000244140625,136.27999877929688,0.0
2022-08-19 09:00:00+02:00,136.52000427246094,136.52000427246094,136.5959930419922,136.4199981689453,136.48699951171875,0.0
2022-08-19 09:30:00+02:00,136.66000366210938,136.66000366210938,136.68899536132812,136.42999267578125,136.5240020751953,0.0
2022-08-19 10:00:00+02:00,136.55599975585938,136.55599975585938,136.76400756835938,136.50999450683594,136.65899658203125,0.0
2022-08-19 10:30:00+02:00,136.4759979248047,136.4759979248047,136.58700561523438,136.3800048828125,136.55599975585938,0.0
2022-08-19 11:00:00+02:00,136.49000549316406,136.49000549316406,136.55599975585938,136.36000061035156,136.47799682617188,0.0
2022-08-19 11:30:00+02:00,136.57899475097656,136.57899475097656,136.61500549316406,136.44000244140625,136.49099731445312,0.0
