Date,Adj Close,Close,High,Low,Open,Volume
2022-08-05,1.024779200553894,1.024779200553894,1.0249052047729492,1.014363408088684,1.024779200553894,0
2022-08-08,1.0170871019363403,1.0170871019363403,1.0221813917160034,1.0160020589828491,1.0170871019363403,0
2022-08-09,1.0197629928588867,1.0197629928588867,1.0246951580047607,1.0189213752746582,1.0197629928588867,0
2022-08-10,1.0208144187927246,1.0208144187927246,1.0369141101837158,1.0203040838241577,1.0208144187927246,0
2022-08-11,1.0300782918930054,1.0300782918930054,1.036591649055481,1.0276330709457397,1.0300782918930054,0
2022-08-12,1.0316723585128784,1.0316723585128784,1.0327378511428833,1.0239607095718384,1.0316723585128784,0
2022-08-15,1.0256409645080566,1.0256409645080566,1.0267151594161987,1.0182262659072876,1.0256409645080566,0
2022-08-16,1.0161981582641602,1.0161981582641602,1.019440770149231,1.0123404264450073,1.0161981582641602,0
2022-08-17,1.0170663595199585,1.0170663595199585,1.019783854484558,1.0148060321807861,1.0170663595199585,0
2022-08-18,1.0180189609527588,1.0180189609527588,1.0193679332733154,1.0113166570663452,1.0180189609527588,0
2022-08-19,1.0089900493621826,1.0089900493621826,1.011224627494812,1.003623127937317,1.0089900493621826,0
2022-08-22,1.0035223960876465,1.0035223960876465,1.0048232078552246,0.99277263879776,1.0035223960876465,0
2022-08-23,0.9939467906951904,0.9939467906951904,1.0019036531448364,0.9903146624565125,0.9939467906951904,0
2022-08-24,0.9966909885406494,0.9966909885406494,0.9998200535774231,0.9911981225013733,0.9966909885406494,0
2022-08-25,0.9969095587730408,0.9969095587730408,1.0030593872070312,0.995678722858429,0.9969095587730408,0
2022-08-26,0.9971283078193665,0.9971283078193665,1.0088272094726562,0.9947279095649719,0.9971283078193665,0
2022-08-29,0.993867814540863,0.993867814540863,1.0031095743179321,0.9914930462837219,0.993867814540863,0
2022-08-30,1.0014019012451172,1.0014019012451172,1.0052272081375122,0.998342752456665,1.0014019012451172,0
2022-08-31,1.0025062561035156,1.0025062561035156,1.0077394247055054,0.9971680045127869,1.0025062561035156,0
2022-09-01,1.003905177116394,1.003905177116394,1.0045808553695679,0.9917388558387756,1.003905177116394,0
2022-09-02,0.995232880115509,0.995232880115509,1.0033310651779175,0.9951239228248596,0.995232880115509,0
2022-09-05,0.9909427762031555,0.9909427762031555,0.9943521022796631,0.9880836606025696,0.9909427762031555,0
2022-09-06,0.9952229857444763,0.9952229857444763,0.9985321760177612,0.9865143895149231,0.9952229857444763,0
2022-09-07,0.9897951483726501,0.9897951483726501,0.9955201148986816,0.9877811670303345,0.9897951483726501,0
2022-09-08,0.9995701909065247,0.9995701909065247,1.00290846824646,0.9933445453643799,0.9995701909065247,0
2022-09-09,1.0012015104293823,1.0012015104293823,1.011224627494812,1.000930905342102,1.0012015104293823,0
2022-09-12,1.0071406364440918,1.0071406364440918,1.0196797847747803,1.0064716339111328,1.0071406364440918,0
2022-09-13,1.0129557847976685,1.0129557847976685,1.018744945526123,0.9995802044868469,1.0129557847976685,0
2022-09-14,0.9982032775878906,0.9982032775878906,1.0022751092910767,0.9963633418083191,0.9982032775878906,0
2022-09-15,0.9984025359153748,0.9984025359153748,1.0017931461334229,0.9957482218742371,0.9984025359153748,0
2022-09-16,0.9988313317298889,0.9988313317298889,1.0035626888275146,0.994579553604126,0.9988313317298889,0
2022-09-19,1.002234935760498,1.002234935760498,1.002807855606079,0.9966810345649719,1.002234935760498,0
2022-09-20,1.0029587745666504,1.0029587745666504,1.0050251483917236,0.9957084655761719,1.0029587745666504,0
2022-09-21,0.997078537940979,0.997078537940979,0.9974067807197571,0.9869135022163391,0.997078537940979,0
2022-09-22,0.983071506023407,0.983071506023407,0.9906188249588013,0.9811038970947266,0.983071506023407,0
2022-09-23,0.9841550588607788,0.9841550588607788,0.9852216839790344,0.9703933596611023,0.9841550588607788,0
2022-09-26,0.968992292881012,0.968992292881012,0.9699885249137878,0.9582307934761047,0.968992292881012,0
2022-09-27,0.9623712301254272,0.9623712301254272,0.9670057892799377,0.9594534635543823,0.9623712301254272,0
2022-09-28,0.9596191644668579,0.9596191644668579,0.9686262011528015,0.954016387462616,0.9596191644668579,0
2022-09-29,0.9708172082901001,0.9708172082901001,0.9787322282791138,0.9638276100158691,0.9708172082901001,0
2022-09-30,0.9829555749893188,0.9829555749893188,0.9849985241889954,0.9736055731773376,0.9829555749893188,0
